,Title,First author,Last author,Abstract,Journal,Language,Year,Month,First Author Country,Last Author Country,DOI,DOI URL
52,Earthworm activity and soil structure changes due to organic enrichments in vineyard system.,G. Pérès,V. Hallaire,No data,Springer Science and Business Media LLC,No data,1998.0,No data,No data,No data,10.1007/s003740050452,http://dx.doi.org/10.1007/s003740050452
53,Performance of the trim and fill method in the presence of publication bias and between-study heterogeneity.,Jaime L. Peters,Lesley Rushton,"<jats:title>Abstract</jats:title><jats:p>The trim and fill method allows estimation of an adjusted meta‐analysis estimate in the presence of publication bias. To date, the performance of the trim and fill method has had little assessment. In this paper, we provide a more comprehensive examination of different versions of the trim and fill method in a number of simulated meta‐analysis scenarios, comparing results with those from usual unadjusted meta‐analysis models and two simple alternatives, namely use of the estimate from: (i) the largest; or (ii) the most precise study in the meta‐analysis. Findings suggest a great deal of variability in the performance of the different approaches. When there is large between‐study heterogeneity the trim and fill method can underestimate the true positive effect when there is no
publication bias. However, when publication bias is present the trim and fill method can give estimates that are less biased than the usual meta‐analysis models. Although results suggest that the use of the estimate from the largest or most precise study seems a reasonable approach in the presence of publication bias, when between‐study heterogeneity exists our simulations show that these estimates are quite biased. We conclude that in the presence of publication bias use of the trim and fill method can help to reduce the bias in pooled estimates, even though the performance of this method is not ideal. However, because we do not know whether funnel plot asymmetry is truly caused by publication bias, and because there is great variability in the performance of different trim and fill estimators and models in various meta‐analysis scenarios, we recommend use of the trim and fill method as a form of sensitivity analysis as intended by the authors of the method. Copyright © 2007 John Wiley &amp; Sons, Ltd.</jats:p>",Wiley,en,2007.0,No data,No data,No data,10.1002/sim.2889,http://dx.doi.org/10.1002/sim.2889
54,Earthworm species composition affects the soil bacterial community and net nitrogen mineralization.,Maria B. Postma-Blaauw,Lijbert Brussaard,No data,Elsevier BV,en,2006.0,No data,No data,No data,10.1016/j.pedobi.2006.02.001,http://dx.doi.org/10.1016/j.pedobi.2006.02.001
55,Earthworms and management affect organic matter incorporation and microaggregate formation in agricultural soils.,M.M Pulleman,A.G. Jongmans,No data,Elsevier BV,en,2005.0,No data,No data,No data,10.1016/j.apsoil.2004.10.003,http://dx.doi.org/10.1016/j.apsoil.2004.10.003
56,Effects of non-native Asian earthworm invasion on temperate forest and prairie soils in the Midwestern US.,Jiangxiao Qiu,Monica G. Turner,No data,Springer Science and Business Media LLC,en,2016.0,Feb,No data,No data,10.1007/s10530-016-1264-5,http://dx.doi.org/10.1007/s10530-016-1264-5
57,R: a language and environment for statistical computing.,Peter A. W. Lewis,Peter A. W. Lewis,No data,ACM,No data,1994.0,No data,CA,CA,10.1145/190271.190295,http://dx.doi.org/10.1145/190271.190295
58,Elemental and mineralogical changes in soils due to bioturbation along an earthworm invasion chronosequence in Northern Minnesota.,Kathryn Resner,Stephen Sebestyen,No data,Elsevier BV,en,2011.0,No data,No data,No data,10.1016/j.apgeochem.2011.03.047,http://dx.doi.org/10.1016/j.apgeochem.2011.03.047
59,The file-drawer problem revisited: a general weighted method for calculating fail-safe numbers in meta-analysis.,Michael S. Rosenberg,Michael S. Rosenberg,No data,The Society for the Study of Evolution,en,2005.0,No data,No data,No data,10.1554/04-602,http://dx.doi.org/10.1554/04-602
60,Microbial and microfaunal community dynamics in artificial and Lumbricus terrestris (L.) burrows.,Mary C. Savin,José A. Amador,"<jats:p>Macropore formation and litter incorporation are two results of earthworm [<jats:italic>Lumbricus terrestris</jats:italic> (L.)] activities that can influence trophic dynamics inside burrows. Thus, mesocosms were constructed to examine changes in microbial biomass and microfaunal communities inside artificial compared with earthworm burrows. Four treatments were established: (i) no worms (CTRL); (ii) unlined, artificial burrows (ARTF); (iii) corn (<jats:italic>Zea mays</jats:italic> L.) leaf litter‐lined, artificial burrows (LEAF); and (iv) <jats:italic>Lumbricus terrestris</jats:italic> (L.) burrows (WORM). There were no consistent differences in community structures between unlined, artificial burrows and control soils during a 16‐wk incubation. In contrast, protozoan numbers were elevated throughout the experiment in LEAF and WORM. A succession of nematode abundances occurred in LEAF, with plant parasitic and Tylenchid nematode numbers peaking at 5 wk, followed by high bacterivorous and fungivorous nematode numbers. In WORM, bacterivorous nematode numbers and active bacterial biomass were elevated for 1 and 3 wk, respectively, before declining. Active fungal biomass increased in WORM, whereas fungivorous nematodes were inhibited in earthworm burrows. While litter incorporation appeared to accelerate the rate of trophic interactions in artificial burrows, the effects of earthworms appeared to transcend that of litter translocation into soil, with earthworms differentially selecting for particular food web dynamics.</jats:p>",Wiley,en,2004.0,No data,02881,02881,10.2136/sssaj2004.1160,http://dx.doi.org/10.2136/sssaj2004.1160
61,Influence of fragmentation and bioturbation on the decomposition of 14C-labelled beech leaf litter.,Stefan Scheu,Volkmar Wolters,No data,Elsevier BV,en,1991.0,No data,No data,No data,10.1016/0038-0717(91)90039-m,http://dx.doi.org/10.1016/0038-0717(91)90039-m
62,Effects of exotic earthworms on soil phosphorus cycling in two broadleaf temperate forests.,Esteban R. Su�rez,Melany C. Fisk,No data,Springer Science and Business Media LLC,No data,2004.0,Jan,No data,No data,10.1007/s10021-003-0128-x,http://dx.doi.org/10.1007/s10021-003-0128-x
63,Invasive earthworm species and nitrogen cycling in remnant forest patches.,Katalin Szlavecz,Ian Yesilonis,No data,Elsevier BV,en,2006.0,No data,No data,No data,10.1016/j.apsoil.2005.01.006,http://dx.doi.org/10.1016/j.apsoil.2005.01.006
64,Ecosystem effects of non-native earthworms in Mid-Atlantic deciduous forests.,Katalin Szlavecz,Csaba Csuzdi,No data,Springer Science and Business Media LLC,en,2011.0,No data,No data,No data,10.1007/s10530-011-9959-0,http://dx.doi.org/10.1007/s10530-011-9959-0
65,Bias and efficiency of meta-analytic variance estimators in the random-effects model.,Wolfgang Viechtbauer,Wolfgang Viechtbauer,"<jats:p> The meta-analytic random effects model assumes that the variability in effect size estimates drawn from a set of studies can be decomposed into two parts: heterogeneity due to random population effects and sampling variance. In this context, the usual goal is to estimate the central tendency and the amount of heterogeneity in the population effect sizes. The amount of heterogeneity in a set of effect sizes has implications regarding the interpretation of the meta-analytic findings and often serves as an indicator for the presence of potential moderator variables. Five population heterogeneity estimators were compared in this article analytically and via Monte Carlo simulations with respect to their bias and efficiency. </jats:p>",American Educational Research Association (AERA),en,2005.0,No data,Maastricht,Maastricht,10.3102/10769986030003261,http://dx.doi.org/10.3102/10769986030003261
66,Conducting meta-analyses in R with the metafor package.,Wolfgang Viechtbauer,Wolfgang Viechtbauer,No data,Foundation for Open Access Statistic,en,2010.0,No data,No data,No data,10.18637/jss.v036.i03,http://dx.doi.org/10.18637/jss.v036.i03
67,Terrestrial ecosystem responses to species gains and losses.,David A. Wardle,Wim H. Van der Putten,"<jats:p>Ecosystems worldwide are losing some species and gaining others, resulting in an interchange of species that is having profound impacts on how these ecosystems function. However, research on the effects of species gains and losses has developed largely independently of one another. Recent conceptual advances regarding effects of species gain have arisen from studies that have unraveled the mechanistic basis of how invading species with novel traits alter biotic interactions and ecosystem processes. In contrast, studies on traits associated with species loss are fewer, and much remains unknown about how traits that predispose species to extinction affect ecological processes. Species gains and losses are both consequences and drivers of global change; thus, explicit integration of research on how both processes simultaneously affect ecosystem functioning is key to determining the response of the Earth system to current and future human activities.</jats:p>",American Association for the Advancement of Science (AAAS),en,2011.0,Oct,Sweden.,Netherlands.,10.1126/science.1197479,http://dx.doi.org/10.1126/science.1197479
